msisdn,gender,age
subscribers_02795,MALE,50
subscribers_02796,FEMALE,70
subscribers_02797,MALE,32
subscribers_02798,MALE,84
subscribers_02799,MALE,48
subscribers_02800,FEMALE,57
subscribers_02801,MALE,28
subscribers_02802,MALE,77
subscribers_02803,FEMALE,46
subscribers_02804,MALE,85
subscribers_02805,MALE,63
subscribers_02806,MALE,63
subscribers_02807,MALE,66
subscribers_02808,MALE,31
subscribers_02809,MALE,55
subscribers_02810,MALE,16
subscribers_02811,MALE,18
subscribers_02812,MALE,32
subscribers_02813,MALE,79
subscribers_02814,MALE,52
subscribers_02815,MALE,25
subscribers_02816,MALE,64
subscribers_02817,FEMALE,60
subscribers_02818,MALE,75
subscribers_02819,MALE,18
subscribers_02820,FEMALE,68
subscribers_02821,FEMALE,73
subscribers_02822,FEMALE,27
subscribers_02823,MALE,49
subscribers_02824,MALE,84
subscribers_02825,FEMALE,73
subscribers_02826,FEMALE,54
subscribers_02827,FEMALE,25
subscribers_02828,FEMALE,75
subscribers_02829,FEMALE,78
subscribers_02830,FEMALE,34
subscribers_02831,MALE,73
subscribers_02832,FEMALE,85
subscribers_02833,MALE,33
subscribers_02834,MALE,52
subscribers_02835,MALE,77
subscribers_02836,MALE,49
subscribers_02837,FEMALE,53
subscribers_02838,MALE,25
subscribers_02839,MALE,54
subscribers_02840,MALE,49
subscribers_02841,MALE,31
subscribers_02842,FEMALE,44
subscribers_02843,FEMALE,58
subscribers_02844,FEMALE,75
subscribers_02845,FEMALE,40
subscribers_02846,FEMALE,44
subscribers_02847,MALE,76
subscribers_02848,FEMALE,34
subscribers_02849,MALE,33
subscribers_02850,FEMALE,51
subscribers_02851,MALE,76
subscribers_02852,MALE,27
subscribers_02853,MALE,36
subscribers_02854,FEMALE,56
subscribers_02855,MALE,78
subscribers_02856,FEMALE,42
subscribers_02857,MALE,61
subscribers_02858,FEMALE,76
subscribers_02859,FEMALE,42
subscribers_02860,MALE,45
subscribers_02861,FEMALE,69
subscribers_02862,FEMALE,73
subscribers_02863,MALE,33
subscribers_02864,MALE,28
subscribers_02865,FEMALE,20
subscribers_02866,FEMALE,45
subscribers_02867,MALE,81
subscribers_02868,MALE,47
subscribers_02869,MALE,20
subscribers_02870,MALE,77
subscribers_02871,MALE,17
subscribers_02872,MALE,24
subscribers_02873,FEMALE,38
subscribers_02874,MALE,32
subscribers_02875,MALE,34
subscribers_02876,MALE,65
subscribers_02877,MALE,80
subscribers_02878,MALE,28
subscribers_02879,FEMALE,25
subscribers_02880,FEMALE,37
subscribers_02881,FEMALE,39
subscribers_02882,MALE,79
subscribers_02883,FEMALE,45
subscribers_02884,FEMALE,53
subscribers_02885,MALE,49
subscribers_02886,FEMALE,37
subscribers_02887,FEMALE,57
subscribers_02888,MALE,80
subscribers_02889,MALE,31
subscribers_02890,FEMALE,46
subscribers_02891,FEMALE,27
subscribers_02892,MALE,76
subscribers_02893,MALE,55
subscribers_02894,FEMALE,27
subscribers_02895,FEMALE,63
subscribers_02896,FEMALE,80
subscribers_02897,FEMALE,40
subscribers_02898,FEMALE,46
subscribers_02899,MALE,71
subscribers_02900,FEMALE,39
subscribers_02901,FEMALE,28
subscribers_02902,FEMALE,60
subscribers_02903,FEMALE,48
subscribers_02904,MALE,54
subscribers_02905,FEMALE,53
subscribers_02906,MALE,44
subscribers_02907,MALE,16
subscribers_02908,MALE,18
subscribers_02909,MALE,39
subscribers_02910,FEMALE,41
subscribers_02911,FEMALE,34
subscribers_02912,FEMALE,63
subscribers_02913,FEMALE,22
subscribers_02914,MALE,68
subscribers_02915,MALE,34
subscribers_02916,FEMALE,66
subscribers_02917,MALE,24
subscribers_02918,FEMALE,50
subscribers_02919,FEMALE,52
subscribers_02920,FEMALE,28
subscribers_02921,FEMALE,67
subscribers_02922,FEMALE,31
subscribers_02923,MALE,67
subscribers_02924,MALE,41
subscribers_02925,MALE,80
subscribers_02926,FEMALE,46
subscribers_02927,FEMALE,78
subscribers_02928,FEMALE,32
subscribers_02929,MALE,60
subscribers_02930,FEMALE,82
subscribers_02931,MALE,41
subscribers_02932,MALE,25
subscribers_02933,FEMALE,19
subscribers_02934,MALE,31
subscribers_02935,FEMALE,65
subscribers_02936,FEMALE,82
subscribers_02937,MALE,38
subscribers_02938,MALE,39
subscribers_02939,MALE,43
subscribers_02940,FEMALE,36
subscribers_02941,MALE,67
subscribers_02942,MALE,54
subscribers_02943,MALE,81
subscribers_02944,FEMALE,79
subscribers_02945,MALE,48
subscribers_02946,FEMALE,57
subscribers_02947,FEMALE,21
subscribers_02948,MALE,54
subscribers_02949,FEMALE,74
subscribers_02950,MALE,39
subscribers_02951,FEMALE,32
subscribers_02952,FEMALE,26
subscribers_02953,MALE,39
subscribers_02954,FEMALE,65
subscribers_02955,FEMALE,81
subscribers_02956,FEMALE,79
subscribers_02957,FEMALE,53
subscribers_02958,MALE,59
subscribers_02959,MALE,23
subscribers_02960,FEMALE,36
subscribers_02961,FEMALE,76
subscribers_02962,MALE,50
subscribers_02963,FEMALE,47
subscribers_02964,FEMALE,71
subscribers_02965,MALE,17
subscribers_02966,FEMALE,19
subscribers_02967,MALE,17
subscribers_02968,MALE,54
subscribers_02969,MALE,51
subscribers_02970,FEMALE,19
subscribers_02971,MALE,47
subscribers_02972,MALE,43
subscribers_02973,FEMALE,44
subscribers_02974,MALE,41
subscribers_02975,FEMALE,32
subscribers_02976,MALE,50
subscribers_02977,MALE,30
subscribers_02978,MALE,50
subscribers_02979,MALE,19
subscribers_02980,FEMALE,74
subscribers_02981,MALE,81
subscribers_02982,MALE,38
subscribers_02983,FEMALE,32
subscribers_02984,MALE,83
subscribers_02985,FEMALE,60
subscribers_02986,MALE,34
subscribers_02987,FEMALE,80
subscribers_02988,MALE,40
subscribers_02989,FEMALE,16
subscribers_02990,FEMALE,69
subscribers_02991,FEMALE,73
subscribers_02992,FEMALE,43
subscribers_02993,MALE,77
subscribers_02994,FEMALE,84
subscribers_02995,FEMALE,37
subscribers_02996,MALE,83
subscribers_02997,FEMALE,61
subscribers_02998,FEMALE,55
subscribers_02999,FEMALE,50
