msisdn,age,gender
subscribers_07419,78,female
subscribers_07420,15,female
subscribers_07421,32,female
subscribers_07422,57,female
subscribers_07423,22,male
subscribers_07424,16,female
subscribers_07425,55,male
subscribers_07426,69,female
subscribers_07427,38,female
subscribers_07428,73,female
subscribers_07429,53,male
subscribers_07430,65,male
subscribers_07431,27,male
subscribers_07432,45,male
subscribers_07433,63,male
subscribers_07434,60,male
subscribers_07435,39,female
subscribers_07436,25,male
subscribers_07437,29,male
subscribers_07438,41,male
subscribers_07439,68,female
subscribers_07440,19,male
subscribers_07441,19,male
subscribers_07442,41,male
subscribers_07443,16,female
subscribers_07444,22,male
subscribers_07445,25,male
subscribers_07446,29,male
subscribers_07447,18,male
subscribers_07448,22,female
subscribers_07449,60,male
subscribers_07450,65,female
subscribers_07451,37,male
subscribers_07452,16,male
subscribers_07453,71,female
subscribers_07454,19,female
subscribers_07455,15,male
subscribers_07456,69,female
subscribers_07457,32,female
subscribers_07458,72,female
subscribers_07459,45,male
subscribers_07460,40,male
subscribers_07461,21,female
subscribers_07462,48,female
subscribers_07463,37,female
subscribers_07464,53,female
subscribers_07465,26,male
subscribers_07466,28,male
subscribers_07467,64,male
subscribers_07468,19,female
subscribers_07469,60,female
subscribers_07470,65,male
subscribers_07471,53,male
subscribers_07472,44,male
subscribers_07473,32,female
subscribers_07474,25,female
subscribers_07475,59,female
subscribers_07476,25,female
subscribers_07477,19,male
subscribers_07478,40,female
subscribers_07479,23,male
subscribers_07480,36,female
subscribers_07481,16,female
subscribers_07482,64,female
subscribers_07483,23,male
subscribers_07484,27,male
subscribers_07485,64,female
subscribers_07486,56,female
subscribers_07487,61,male
subscribers_07488,35,male
subscribers_07489,43,male
subscribers_07490,39,female
subscribers_07491,30,female
subscribers_07492,34,male
subscribers_07493,21,female
subscribers_07494,47,female
subscribers_07495,16,male
subscribers_07496,26,male
subscribers_07497,34,male
subscribers_07498,36,male
subscribers_07499,56,male
subscribers_07500,18,female
subscribers_07501,25,female
subscribers_07502,52,male
subscribers_07503,34,female
subscribers_07504,19,female
subscribers_07505,60,male
subscribers_07506,24,male
subscribers_07507,43,male
subscribers_07508,19,female
subscribers_07509,32,male
subscribers_07510,33,male
subscribers_07511,67,female
subscribers_07512,60,female
subscribers_07513,44,male
subscribers_07514,20,female
subscribers_07515,75,female
subscribers_07516,47,male
subscribers_07517,22,male
subscribers_07518,26,female
subscribers_07519,54,female
subscribers_07520,26,male
subscribers_07521,22,male
subscribers_07522,33,female
subscribers_07523,45,female
subscribers_07524,30,male
subscribers_07525,59,female
subscribers_07526,29,male
subscribers_07527,35,male
subscribers_07528,69,female
subscribers_07529,68,male
subscribers_07530,39,male
subscribers_07531,22,female
subscribers_07532,78,male
subscribers_07533,75,female
subscribers_07534,33,female
subscribers_07535,46,female
subscribers_07536,45,female
subscribers_07537,23,male
subscribers_07538,66,male
subscribers_07539,26,male
subscribers_07540,37,male
subscribers_07541,51,male
subscribers_07542,16,male
subscribers_07543,60,female
subscribers_07544,46,male
subscribers_07545,80,female
subscribers_07546,62,female
subscribers_07547,57,male
subscribers_07548,35,male
subscribers_07549,16,male
subscribers_07550,66,female
subscribers_07551,82,male
subscribers_07552,16,male
subscribers_07553,52,male
subscribers_07554,53,male
subscribers_07555,67,female
subscribers_07556,17,male
subscribers_07557,34,male
subscribers_07558,22,female
subscribers_07559,65,female
subscribers_07560,63,female
subscribers_07561,25,female
subscribers_07562,46,female
subscribers_07563,40,male
subscribers_07564,31,female
subscribers_07565,49,male
subscribers_07566,39,female
subscribers_07567,29,female
subscribers_07568,54,male
subscribers_07569,40,male
subscribers_07570,23,male
subscribers_07571,27,female
subscribers_07572,35,female
subscribers_07573,32,male
subscribers_07574,35,male
subscribers_07575,19,male
subscribers_07576,35,female
subscribers_07577,28,male
subscribers_07578,40,female
subscribers_07579,20,male
subscribers_07580,46,female
subscribers_07581,53,female
subscribers_07582,53,female
subscribers_07583,79,female
subscribers_07584,44,female
subscribers_07585,45,female
subscribers_07586,63,female
subscribers_07587,26,female
subscribers_07588,43,male
subscribers_07589,43,male
subscribers_07590,58,female
subscribers_07591,93,male
subscribers_07592,59,female
subscribers_07593,25,male
subscribers_07594,16,male
subscribers_07595,18,male
subscribers_07596,45,female
subscribers_07597,36,male
subscribers_07598,32,female
subscribers_07599,47,female
subscribers_07600,29,female
subscribers_07601,24,male
subscribers_07602,51,female
subscribers_07603,39,female
subscribers_07604,22,female
subscribers_07605,78,male
subscribers_07606,15,male
subscribers_07607,54,female
subscribers_07608,35,male
subscribers_07609,23,male
subscribers_07610,45,male
subscribers_07611,30,female
subscribers_07612,25,female
subscribers_07613,17,female
subscribers_07614,53,female
subscribers_07615,49,female
subscribers_07616,55,male
subscribers_07617,75,male
subscribers_07618,29,male
subscribers_07619,25,female
subscribers_07620,15,male
subscribers_07621,58,male
subscribers_07622,35,male
subscribers_07623,41,male
subscribers_07624,56,female
subscribers_07625,53,female
subscribers_07626,54,female
subscribers_07627,18,male
subscribers_07628,21,male
subscribers_07629,55,male
subscribers_07630,20,female
subscribers_07631,58,male
subscribers_07632,31,female
subscribers_07633,17,male
subscribers_07634,26,female
subscribers_07635,42,male
subscribers_07636,78,female
subscribers_07637,33,male
subscribers_07638,58,female
subscribers_07639,47,male
subscribers_07640,65,female
subscribers_07641,15,male
subscribers_07642,40,male
subscribers_07643,34,male
subscribers_07644,43,male
subscribers_07645,36,male
subscribers_07646,44,male
subscribers_07647,20,female
subscribers_07648,24,male
subscribers_07649,23,female
subscribers_07650,75,male
subscribers_07651,41,male
subscribers_07652,15,male
subscribers_07653,29,female
subscribers_07654,65,female
subscribers_07655,37,male
subscribers_07656,27,male
subscribers_07657,20,female
subscribers_07658,21,male
subscribers_07659,33,female
subscribers_07660,39,female
subscribers_07661,22,male
subscribers_07662,47,male
subscribers_07663,21,female
subscribers_07664,18,female
subscribers_07665,24,male
subscribers_07666,74,female
subscribers_07667,46,male
subscribers_07668,27,male
subscribers_07669,49,male
subscribers_07670,18,male
subscribers_07671,44,male
subscribers_07672,57,female
subscribers_07673,19,male
subscribers_07674,15,male
subscribers_07675,42,male
subscribers_07676,37,female
subscribers_07677,51,female
subscribers_07678,64,male
subscribers_07679,59,male
subscribers_07680,38,female
subscribers_07681,53,male
subscribers_07682,18,female
subscribers_07683,26,male
subscribers_07684,49,male
subscribers_07685,75,female
subscribers_07686,54,male
subscribers_07687,49,male
subscribers_07688,50,male
subscribers_07689,41,male
subscribers_07690,31,female
subscribers_07691,53,female
subscribers_07692,23,male
subscribers_07693,16,male
subscribers_07694,49,male
subscribers_07695,38,female
subscribers_07696,18,male
subscribers_07697,15,female
subscribers_07698,45,female
subscribers_07699,65,male
subscribers_07700,24,female
subscribers_07701,54,female
subscribers_07702,46,male
subscribers_07703,59,female
subscribers_07704,23,female
subscribers_07705,31,male
subscribers_07706,56,female
subscribers_07707,30,female
subscribers_07708,48,male
subscribers_07709,21,male
subscribers_07710,43,male
subscribers_07711,36,female
subscribers_07712,65,male
subscribers_07713,17,female
subscribers_07714,61,male
subscribers_07715,32,female
subscribers_07716,34,female
subscribers_07717,51,male
subscribers_07718,26,female
subscribers_07719,45,female
subscribers_07720,78,female
subscribers_07721,63,male
subscribers_07722,57,male
subscribers_07723,62,female
subscribers_07724,46,male
subscribers_07725,39,female
subscribers_07726,40,female
subscribers_07727,24,male
subscribers_07728,39,male
subscribers_07729,34,female
subscribers_07730,32,male
subscribers_07731,46,male
subscribers_07732,24,female
subscribers_07733,68,female
subscribers_07734,92,female
subscribers_07735,29,female
subscribers_07736,67,female
subscribers_07737,28,female
subscribers_07738,28,female
subscribers_07739,24,male
subscribers_07740,22,female
subscribers_07741,19,male
subscribers_07742,41,female
subscribers_07743,65,female
subscribers_07744,48,female
subscribers_07745,20,female
subscribers_07746,31,female
subscribers_07747,65,male
subscribers_07748,23,male
subscribers_07749,19,female
subscribers_07750,38,female
subscribers_07751,38,female
subscribers_07752,29,male
subscribers_07753,18,female
subscribers_07754,59,female
subscribers_07755,23,male
subscribers_07756,50,male
subscribers_07757,55,female
subscribers_07758,20,female
subscribers_07759,31,female
subscribers_07760,17,male
subscribers_07761,43,male
subscribers_07762,17,female
subscribers_07763,30,female
subscribers_07764,41,male
subscribers_07765,84,male
subscribers_07766,25,male
subscribers_07767,31,female
subscribers_07768,31,female
subscribers_07769,51,male
subscribers_07770,60,female
subscribers_07771,45,male
subscribers_07772,50,male
subscribers_07773,41,female
subscribers_07774,55,female
subscribers_07775,27,male
subscribers_07776,41,male
subscribers_07777,42,male
subscribers_07778,36,male
subscribers_07779,39,male
subscribers_07780,82,female
subscribers_07781,39,male
subscribers_07782,36,female
subscribers_07783,34,male
subscribers_07784,44,female
subscribers_07785,47,male
subscribers_07786,72,female
subscribers_07787,16,male
subscribers_07788,26,male
subscribers_07789,53,male
subscribers_07790,45,male
subscribers_07791,36,male
subscribers_07792,69,male
subscribers_07793,50,male
subscribers_07794,51,male
subscribers_07795,44,male
subscribers_07796,41,female
subscribers_07797,56,female
subscribers_07798,31,male
subscribers_07799,38,male
subscribers_07800,19,female
subscribers_07801,17,male
subscribers_07802,25,female
subscribers_07803,35,female
subscribers_07804,76,female
subscribers_07805,61,female
subscribers_07806,88,male
subscribers_07807,49,female
subscribers_07808,46,male
subscribers_07809,25,female
subscribers_07810,25,male
subscribers_07811,53,male
subscribers_07812,44,male
subscribers_07813,20,male
subscribers_07814,26,female
subscribers_07815,53,female
subscribers_07816,65,male
subscribers_07817,22,male
subscribers_07818,75,male
subscribers_07819,47,female
subscribers_07820,16,female
subscribers_07821,52,female
subscribers_07822,60,male
subscribers_07823,57,male
subscribers_07824,40,male
subscribers_07825,65,male
subscribers_07826,53,female
subscribers_07827,37,male
subscribers_07828,32,male
subscribers_07829,34,male
subscribers_07830,28,female
subscribers_07831,81,male
subscribers_07832,19,male
subscribers_07833,23,male
subscribers_07834,64,female
subscribers_07835,27,male
subscribers_07836,62,male
subscribers_07837,45,male
subscribers_07838,21,female
subscribers_07839,37,female
subscribers_07840,65,male
subscribers_07841,19,female
subscribers_07842,39,male
subscribers_07843,41,female
subscribers_07844,61,female
subscribers_07845,27,male
subscribers_07846,43,female
subscribers_07847,29,female
subscribers_07848,65,male
subscribers_07849,22,female
subscribers_07850,55,female
subscribers_07851,38,male
subscribers_07852,49,female
subscribers_07853,28,male
subscribers_07854,22,male
subscribers_07855,34,female
subscribers_07856,31,male
subscribers_07857,34,female
subscribers_07858,60,male
subscribers_07859,55,male
subscribers_07860,56,male
subscribers_07861,33,male
subscribers_07862,31,female
subscribers_07863,20,female
subscribers_07864,24,female
subscribers_07865,43,male
subscribers_07866,25,male
subscribers_07867,53,female
subscribers_07868,53,male
subscribers_07869,36,female
subscribers_07870,24,female
subscribers_07871,17,male
subscribers_07872,58,male
subscribers_07873,59,male
subscribers_07874,57,male
subscribers_07875,63,female
subscribers_07876,16,female
subscribers_07877,60,female
subscribers_07878,38,female
subscribers_07879,57,female
subscribers_07880,15,male
subscribers_07881,28,male
subscribers_07882,36,male
subscribers_07883,30,male
subscribers_07884,30,male
subscribers_07885,42,female
subscribers_07886,24,male
subscribers_07887,42,male
subscribers_07888,16,male
subscribers_07889,68,male
subscribers_07890,21,female
subscribers_07891,30,male
subscribers_07892,63,female
subscribers_07893,44,male
subscribers_07894,56,male
subscribers_07895,17,male
subscribers_07896,58,male
subscribers_07897,30,male
subscribers_07898,50,female
subscribers_07899,40,male
subscribers_07900,37,female
subscribers_07901,15,female
subscribers_07902,45,male
subscribers_07903,20,female
subscribers_07904,61,male
subscribers_07905,81,male
subscribers_07906,26,female
subscribers_07907,63,female
subscribers_07908,37,female
subscribers_07909,56,male
subscribers_07910,42,female
subscribers_07911,25,male
subscribers_07912,62,female
subscribers_07913,60,female
subscribers_07914,55,male
subscribers_07915,21,male
subscribers_07916,45,male
subscribers_07917,32,male
subscribers_07918,65,female
subscribers_07919,70,male
subscribers_07920,38,male
subscribers_07921,55,female
subscribers_07922,31,male
subscribers_07923,47,male
subscribers_07924,59,male
subscribers_07925,42,male
subscribers_07926,42,female
subscribers_07927,30,female
subscribers_07928,55,male
subscribers_07929,24,male
subscribers_07930,23,female
subscribers_07931,57,male
subscribers_07932,17,male
subscribers_07933,32,male
subscribers_07934,44,male
subscribers_07935,51,male
subscribers_07936,56,male
subscribers_07937,18,male
subscribers_07938,49,female
subscribers_07939,85,female
subscribers_07940,32,female
subscribers_07941,23,male
subscribers_07942,20,female
subscribers_07943,44,female
subscribers_07944,22,male
subscribers_07945,18,female
subscribers_07946,42,male
subscribers_07947,28,female
subscribers_07948,34,female
subscribers_07949,55,male
subscribers_07950,41,male
subscribers_07951,25,female
subscribers_07952,16,male
subscribers_07953,40,male
subscribers_07954,35,female
subscribers_07955,62,female
subscribers_07956,64,male
subscribers_07957,60,male
subscribers_07958,53,male
subscribers_07959,18,male
subscribers_07960,28,male
subscribers_07961,43,male
subscribers_07962,30,male
subscribers_07963,19,female
subscribers_07964,65,male
subscribers_07965,59,male
subscribers_07966,29,female
subscribers_07967,15,female
subscribers_07968,32,male
subscribers_07969,19,male
subscribers_07970,68,male
subscribers_07971,35,female
subscribers_07972,37,female
subscribers_07973,60,female
subscribers_07974,47,male
subscribers_07975,27,male
subscribers_07976,55,male
subscribers_07977,37,male
subscribers_07978,23,male
subscribers_07979,55,female
subscribers_07980,18,female
subscribers_07981,30,female
subscribers_07982,75,female
subscribers_07983,38,female
subscribers_07984,18,male
subscribers_07985,16,male
subscribers_07986,58,male
subscribers_07987,57,female
subscribers_07988,81,male
subscribers_07989,63,male
subscribers_07990,54,male
subscribers_07991,23,male
subscribers_07992,32,female
subscribers_07993,23,female
subscribers_07994,66,male
subscribers_07995,53,female
subscribers_07996,29,male
subscribers_07997,16,male
subscribers_07998,61,female
subscribers_07999,44,male
subscribers_08000,18,female
subscribers_08001,16,male
subscribers_08002,25,male
subscribers_08003,46,female
subscribers_08004,48,female
subscribers_08005,16,male
subscribers_08006,51,male
subscribers_08007,38,female
subscribers_08008,29,female
subscribers_08009,21,male
subscribers_08010,40,female
subscribers_08011,34,male
subscribers_08012,34,female
subscribers_08013,20,male
subscribers_08014,21,male
subscribers_08015,64,male
subscribers_08016,38,female
subscribers_08017,17,male
subscribers_08018,57,female
subscribers_08019,29,male
subscribers_08020,42,female
subscribers_08021,40,female
subscribers_08022,52,male
subscribers_08023,18,male
subscribers_08024,45,male
subscribers_08025,55,male
subscribers_08026,31,male
subscribers_08027,17,female
subscribers_08028,59,male
subscribers_08029,51,male
subscribers_08030,16,female
subscribers_08031,77,male
subscribers_08032,85,female
subscribers_08033,63,female
subscribers_08034,26,female
subscribers_08035,38,female
subscribers_08036,53,female
subscribers_08037,69,male
subscribers_08038,36,male
subscribers_08039,63,male
subscribers_08040,34,male
subscribers_08041,48,male
subscribers_08042,18,male
subscribers_08043,39,male
subscribers_08044,17,female
subscribers_08045,21,male
subscribers_08046,78,female
subscribers_08047,44,female
subscribers_08048,19,female
subscribers_08049,30,male
subscribers_08050,48,male
subscribers_08051,27,female
subscribers_08052,33,male
subscribers_08053,24,male
subscribers_08054,33,female
subscribers_08055,51,male
subscribers_08056,18,female
subscribers_08057,18,male
subscribers_08058,32,male
subscribers_08059,18,female
subscribers_08060,16,male
subscribers_08061,15,male
subscribers_08062,54,male
subscribers_08063,52,female
subscribers_08064,44,male
subscribers_08065,30,male
subscribers_08066,29,male
subscribers_08067,15,female
subscribers_08068,25,male
subscribers_08069,21,male
subscribers_08070,68,female
subscribers_08071,46,male
subscribers_08072,65,female
subscribers_08073,18,female
subscribers_08074,62,male
subscribers_08075,48,female
subscribers_08076,50,male
subscribers_08077,45,male
subscribers_08078,25,male
subscribers_08079,31,male
subscribers_08080,23,male
subscribers_08081,71,female
subscribers_08082,36,female
subscribers_08083,62,male
subscribers_08084,28,male
subscribers_08085,34,male
subscribers_08086,26,female
subscribers_08087,59,female
subscribers_08088,26,male
subscribers_08089,31,female
subscribers_08090,19,female
subscribers_08091,17,male
subscribers_08092,33,male
subscribers_08093,25,female
subscribers_08094,70,female
subscribers_08095,39,male
subscribers_08096,28,female
subscribers_08097,17,male
subscribers_08098,49,male
subscribers_08099,32,male
subscribers_08100,38,male
subscribers_08101,22,female
subscribers_08102,31,male
subscribers_08103,42,female
subscribers_08104,63,male
subscribers_08105,40,male
subscribers_08106,16,female
subscribers_08107,41,male
subscribers_08108,24,male
subscribers_08109,28,female
subscribers_08110,48,male
subscribers_08111,35,male
subscribers_08112,46,female
subscribers_08113,21,female
subscribers_08114,39,female
subscribers_08115,35,male
subscribers_08116,65,male
subscribers_08117,60,male
subscribers_08118,51,female
subscribers_08119,28,male
subscribers_08120,30,male
subscribers_08121,37,male
subscribers_08122,16,male
subscribers_08123,72,female
subscribers_08124,16,female
subscribers_08125,37,female
subscribers_08126,65,female
subscribers_08127,15,male
subscribers_08128,30,male
subscribers_08129,15,female
subscribers_08130,17,male
subscribers_08131,21,male
subscribers_08132,15,male
subscribers_08133,61,male
subscribers_08134,38,male
subscribers_08135,50,female
subscribers_08136,51,female
subscribers_08137,30,male
subscribers_08138,17,male
subscribers_08139,24,female
subscribers_08140,41,male
subscribers_08141,66,male
subscribers_08142,23,male
subscribers_08143,31,male
subscribers_08144,56,male
subscribers_08145,61,female
subscribers_08146,30,male
subscribers_08147,61,male
subscribers_08148,25,female
subscribers_08149,70,female
subscribers_08150,53,female
subscribers_08151,27,male
subscribers_08152,61,male
subscribers_08153,28,male
subscribers_08154,88,male
subscribers_08155,51,female
subscribers_08156,42,female
subscribers_08157,19,male
subscribers_08158,51,female
subscribers_08159,29,male
subscribers_08160,61,female
subscribers_08161,21,male
subscribers_08162,25,male
subscribers_08163,28,male
subscribers_08164,45,male
subscribers_08165,29,female
subscribers_08166,26,female
subscribers_08167,22,female
subscribers_08168,27,female
subscribers_08169,56,male
subscribers_08170,36,male
subscribers_08171,46,male
subscribers_08172,32,female
subscribers_08173,57,male
subscribers_08174,65,male
subscribers_08175,45,male
subscribers_08176,48,male
subscribers_08177,40,female
subscribers_08178,22,male
subscribers_08179,22,male
subscribers_08180,15,male
subscribers_08181,27,female
subscribers_08182,41,male
subscribers_08183,26,male
subscribers_08184,50,male
subscribers_08185,33,female
subscribers_08186,41,male
subscribers_08187,75,male
subscribers_08188,47,male
subscribers_08189,56,female
subscribers_08190,40,female
subscribers_08191,48,female
subscribers_08192,28,male
subscribers_08193,47,female
subscribers_08194,34,male
subscribers_08195,23,male
subscribers_08196,35,female
subscribers_08197,32,male
subscribers_08198,58,male
subscribers_08199,29,male
subscribers_08200,33,female
subscribers_08201,78,male
subscribers_08202,49,male
subscribers_08203,35,male
subscribers_08204,61,male
subscribers_08205,46,male
subscribers_08206,23,male
subscribers_08207,49,male
subscribers_08208,41,female
subscribers_08209,27,male
subscribers_08210,60,female
subscribers_08211,62,female
subscribers_08212,74,male
subscribers_08213,75,female
subscribers_08214,23,female
subscribers_08215,31,female
subscribers_08216,42,female
subscribers_08217,21,male
subscribers_08218,29,female
subscribers_08219,37,male
subscribers_08220,65,female
subscribers_08221,49,male
subscribers_08222,40,female
subscribers_08223,60,male
subscribers_08224,49,female
subscribers_08225,47,male
subscribers_08226,27,female
subscribers_08227,55,male
subscribers_08228,67,male
subscribers_08229,40,female
subscribers_08230,27,male
subscribers_08231,20,female
subscribers_08232,18,male
subscribers_08233,74,male
subscribers_08234,20,male
subscribers_08235,28,male
subscribers_08236,46,male
subscribers_08237,50,male
subscribers_08238,54,male
subscribers_08239,20,female
subscribers_08240,40,female
subscribers_08241,47,male
subscribers_08242,17,male
subscribers_08243,17,female
subscribers_08244,48,male
subscribers_08245,25,female
subscribers_08246,44,male
subscribers_08247,65,male
subscribers_08248,27,female
subscribers_08249,36,female
subscribers_08250,65,male
subscribers_08251,57,female
subscribers_08252,44,female
subscribers_08253,49,male
subscribers_08254,58,male
subscribers_08255,45,male
subscribers_08256,25,male
subscribers_08257,27,male
subscribers_08258,31,female
subscribers_08259,24,female
subscribers_08260,30,male
subscribers_08261,47,male
subscribers_08262,52,male
subscribers_08263,69,male
subscribers_08264,57,male
subscribers_08265,66,male
subscribers_08266,31,male
subscribers_08267,68,male
subscribers_08268,65,female
subscribers_08269,36,female
subscribers_08270,31,female
subscribers_08271,48,male
subscribers_08272,65,male
subscribers_08273,50,male
subscribers_08274,60,male
subscribers_08275,60,male
subscribers_08276,22,male
subscribers_08277,38,male
subscribers_08278,62,male
subscribers_08279,55,male
subscribers_08280,21,male
subscribers_08281,56,male
subscribers_08282,43,female
subscribers_08283,58,male
subscribers_08284,36,male
subscribers_08285,16,male
subscribers_08286,54,male
subscribers_08287,49,female
subscribers_08288,47,male
subscribers_08289,64,female
subscribers_08290,31,female
subscribers_08291,23,male
subscribers_08292,25,female
subscribers_08293,50,female
subscribers_08294,54,female
subscribers_08295,38,female
subscribers_08296,56,male
subscribers_08297,62,male
subscribers_08298,39,female
subscribers_08299,27,male
subscribers_08300,65,female
subscribers_08301,68,female
subscribers_08302,39,female
subscribers_08303,64,female
subscribers_08304,26,male
subscribers_08305,60,male
subscribers_08306,67,female
subscribers_08307,17,male
subscribers_08308,44,male
subscribers_08309,39,male
subscribers_08310,20,female
subscribers_08311,24,male
subscribers_08312,59,male
subscribers_08313,23,male
subscribers_08314,49,female
subscribers_08315,72,female
subscribers_08316,47,female
subscribers_08317,20,male
subscribers_08318,24,male
subscribers_08319,53,female
subscribers_08320,16,female
subscribers_08321,30,female
subscribers_08322,27,male
subscribers_08323,23,female
subscribers_08324,81,female
subscribers_08325,17,female
subscribers_08326,21,female
subscribers_08327,60,male
subscribers_08328,21,female
subscribers_08329,42,male
subscribers_08330,58,female
subscribers_08331,40,female
subscribers_08332,26,female
subscribers_08333,26,male
subscribers_08334,24,male
subscribers_08335,41,male
subscribers_08336,45,female
subscribers_08337,19,female
subscribers_08338,50,male
subscribers_08339,58,female
subscribers_08340,41,female
subscribers_08341,60,female
subscribers_08342,39,female
subscribers_08343,48,male
subscribers_08344,35,female
subscribers_08345,32,male
subscribers_08346,59,female
subscribers_08347,50,female
subscribers_08348,36,female
subscribers_08349,32,female
subscribers_08350,37,male
subscribers_08351,49,male
subscribers_08352,39,male
subscribers_08353,42,male
subscribers_08354,38,female
subscribers_08355,42,male
subscribers_08356,20,male
subscribers_08357,42,male
subscribers_08358,24,male
subscribers_08359,65,female
subscribers_08360,44,male
subscribers_08361,17,female
subscribers_08362,93,female
subscribers_08363,63,male
subscribers_08364,53,male
subscribers_08365,24,female
subscribers_08366,39,male
subscribers_08367,40,male
subscribers_08368,89,male
subscribers_08369,70,male
subscribers_08370,28,female
subscribers_08371,26,female
subscribers_08372,63,male
subscribers_08373,77,female
subscribers_08374,42,male
subscribers_08375,71,male
subscribers_08376,18,male
subscribers_08377,20,male
subscribers_08378,70,female
subscribers_08379,56,male
subscribers_08380,30,male
subscribers_08381,27,female
subscribers_08382,16,female
subscribers_08383,64,male
subscribers_08384,46,female
subscribers_08385,52,male
subscribers_08386,61,male
subscribers_08387,47,male
subscribers_08388,36,male
subscribers_08389,26,female
subscribers_08390,38,male
subscribers_08391,23,male
subscribers_08392,56,female
subscribers_08393,35,male
subscribers_08394,20,male
subscribers_08395,52,female
subscribers_08396,30,female
subscribers_08397,73,female
subscribers_08398,66,female
subscribers_08399,50,female
subscribers_08400,27,male
subscribers_08401,50,male
subscribers_08402,50,male
subscribers_08403,67,male
subscribers_08404,27,male
subscribers_08405,46,female
subscribers_08406,17,male
subscribers_08407,48,female
subscribers_08408,22,male
subscribers_08409,23,male
subscribers_08410,63,female
subscribers_08411,54,female
subscribers_08412,63,male
subscribers_08413,15,male
subscribers_08414,48,female
subscribers_08415,48,female
subscribers_08416,52,female
subscribers_08417,26,male
subscribers_08418,67,female
subscribers_08419,30,female
subscribers_08420,20,male
subscribers_08421,42,male
subscribers_08422,76,female
subscribers_08423,78,male
subscribers_08424,22,female
subscribers_08425,36,female
subscribers_08426,25,female
subscribers_08427,23,female
subscribers_08428,35,male
subscribers_08429,19,male
subscribers_08430,58,male
subscribers_08431,42,female
subscribers_08432,25,female
subscribers_08433,52,male
subscribers_08434,20,male
subscribers_08435,29,female
subscribers_08436,51,female
subscribers_08437,45,female
subscribers_08438,82,male
subscribers_08439,19,male
subscribers_08440,61,male
subscribers_08441,29,male
subscribers_08442,33,female
subscribers_08443,29,male
subscribers_08444,39,male
subscribers_08445,34,male
subscribers_08446,62,male
subscribers_08447,56,female
subscribers_08448,51,male
subscribers_08449,50,male
subscribers_08450,17,female
subscribers_08451,43,male
subscribers_08452,57,female
subscribers_08453,46,male
subscribers_08454,29,female
subscribers_08455,60,female
subscribers_08456,18,female
subscribers_08457,22,male
subscribers_08458,21,male
subscribers_08459,51,female
subscribers_08460,45,male
subscribers_08461,65,female
subscribers_08462,51,male
subscribers_08463,32,female
subscribers_08464,22,female
subscribers_08465,18,female
subscribers_08466,62,female
subscribers_08467,49,female
subscribers_08468,17,female
subscribers_08469,64,male
subscribers_08470,32,female
subscribers_08471,64,female
subscribers_08472,51,male
subscribers_08473,23,male
subscribers_08474,19,female
subscribers_08475,60,male
subscribers_08476,42,female
subscribers_08477,59,female
subscribers_08478,82,male
subscribers_08479,36,male
subscribers_08480,40,male
subscribers_08481,65,male
subscribers_08482,27,female
subscribers_08483,52,male
subscribers_08484,31,male
subscribers_08485,29,male
subscribers_08486,18,female
subscribers_08487,19,female
subscribers_08488,36,male
subscribers_08489,15,female
subscribers_08490,34,male
subscribers_08491,38,female
subscribers_08492,25,female
subscribers_08493,38,male
subscribers_08494,46,male
subscribers_08495,47,female
subscribers_08496,19,female
subscribers_08497,60,female
subscribers_08498,65,male
subscribers_08499,53,male
subscribers_08500,74,male
subscribers_08501,50,male
subscribers_08502,23,male
subscribers_08503,48,female
subscribers_08504,33,female
subscribers_08505,38,female
subscribers_08506,62,female
subscribers_08507,15,male
subscribers_08508,35,male
subscribers_08509,26,male
subscribers_08510,48,male
subscribers_08511,21,male
subscribers_08512,25,male
subscribers_08513,25,male
subscribers_08514,58,male
subscribers_08515,22,male
subscribers_08516,55,male
subscribers_08517,63,female
subscribers_08518,64,female
subscribers_08519,74,female
subscribers_08520,24,female
subscribers_08521,34,female
subscribers_08522,60,male
subscribers_08523,25,male
subscribers_08524,29,male
subscribers_08525,16,male
subscribers_08526,70,male
subscribers_08527,32,female
subscribers_08528,64,male
subscribers_08529,62,female
subscribers_08530,52,male
subscribers_08531,17,female
subscribers_08532,27,female
subscribers_08533,18,female
subscribers_08534,61,male
subscribers_08535,29,male
subscribers_08536,29,male
subscribers_08537,62,male
subscribers_08538,19,female
subscribers_08539,56,male
subscribers_08540,25,female
subscribers_08541,26,female
subscribers_08542,66,female
subscribers_08543,67,female
subscribers_08544,64,male
subscribers_08545,17,male
subscribers_08546,50,male
subscribers_08547,56,male
subscribers_08548,15,male
subscribers_08549,18,female
subscribers_08550,47,female
subscribers_08551,82,male
subscribers_08552,20,female
subscribers_08553,61,female
subscribers_08554,17,female
subscribers_08555,35,female
subscribers_08556,22,female
subscribers_08557,39,male
subscribers_08558,68,female
subscribers_08559,62,male
subscribers_08560,44,female
subscribers_08561,25,male
subscribers_08562,41,female
subscribers_08563,59,male
subscribers_08564,76,female
subscribers_08565,42,female
subscribers_08566,43,male
subscribers_08567,32,male
subscribers_08568,36,male
subscribers_08569,21,female
subscribers_08570,65,female
subscribers_08571,22,female
subscribers_08572,44,female
subscribers_08573,42,female
subscribers_08574,54,male
subscribers_08575,70,female
subscribers_08576,62,male
subscribers_08577,29,male
subscribers_08578,56,female
subscribers_08579,32,male
subscribers_08580,30,male
subscribers_08581,16,male
subscribers_08582,65,male
subscribers_08583,50,male
